C2H2,C2H4,CH4,H2,C2H6,act
5.1,1.67,2.62,2.41,4.74,1
3.66,0.61,0.38,4.89,8.12,3
5.71,3.63,6.17,8.05,7.29,1
0.02,7.21,9.81,1.54,4.05,7
2.25,3.59,0.68,7.56,7.0,4
0.09,6.95,7.04,5.0,4.81,7
1.68,9.0,0.34,7.84,7.75,4
0.0,1.21,5.95,3.33,0.74,5
0.0,8.95,0.02,3.82,0.03,2
0.18,8.19,9.83,9.66,8.25,7
0.0,4.92,0.07,4.56,0.07,2
1.25,3.22,0.85,4.29,8.44,4
0.0,4.04,2.39,8.8,0.91,5
0.0,4.36,0.01,6.46,0.15,2
4.23,9.57,0.7,5.74,4.08,1
1.31,6.19,0.33,1.04,9.92,4
0.0,3.54,0.07,4.88,0.08,2
0.0,1.08,6.32,2.35,0.66,5
2.36,0.91,5.33,1.33,3.1,1
10.18,3.9,8.14,8.92,5.58,1
6.04,0.72,0.39,9.51,1.84,3
0.09,2.93,4.45,7.24,4.5,7
4.97,8.04,10.78,10.74,2.89,1
0.65,4.97,0.22,3.69,5.85,4
0.08,1.63,7.73,4.17,2.82,6
7.18,10.81,7.36,2.86,8.39,1
0.09,6.2,5.96,5.85,3.29,6
1.93,3.16,0.97,6.3,2.12,4
0.0,6.44,10.0,3.2,0.27,5
0.0,4.19,0.07,2.43,0.08,2
8.93,1.97,8.87,4.97,1.64,1
0.19,8.56,8.34,4.86,6.71,1
0.0,6.77,1.11,2.07,0.87,5
0.08,6.42,2.52,9.71,1.47,6
2.14,8.37,0.53,8.31,6.46,4
1.83,5.85,1.88,9.98,3.81,1
0.03,1.01,8.28,4.82,4.26,7
0.12,7.87,5.59,8.06,6.63,7
0.0,2.45,9.51,1.58,0.67,5
2.27,6.74,8.43,6.04,5.74,1
1.83,7.88,0.72,4.74,2.54,4
1.09,3.57,0.97,6.61,4.68,4
0.03,5.16,6.1,3.19,2.03,6
1.64,5.84,0.96,6.59,8.35,4
0.0,2.05,0.07,1.23,0.05,2
0.0,4.75,1.31,6.56,3.0,6
0.08,7.14,4.32,4.88,8.67,7
9.05,9.61,1.47,2.9,7.97,1
0.0,1.41,0.03,8.78,0.08,2
0.0,2.1,0.05,2.26,0.02,2
0.06,3.9,5.09,2.93,1.64,6
0.14,5.87,1.59,4.51,9.48,7
0.0,3.47,0.02,8.45,0.07,2
4.8,0.63,0.17,1.83,4.11,3
0.0,3.23,2.24,6.17,0.15,5
7.52,0.19,0.22,9.72,9.47,3
0.07,3.23,4.99,8.65,1.96,6
0.0,7.52,7.99,1.5,2.2,6
2.89,0.85,0.29,1.62,3.79,3
9.15,5.97,1.18,1.62,3.05,1
1.43,2.1,0.68,6.37,9.76,4
0.0,6.58,8.65,2.49,0.49,5
0.09,7.13,1.66,1.31,7.19,7
7.99,7.16,4.21,0.69,5.48,1
0.0,1.42,4.8,8.43,0.53,5
3.51,0.67,0.45,7.17,7.65,3
0.0,7.5,0.04,2.36,0.07,2
0.0,9.4,6.99,6.09,0.01,5
0.0,1.18,0.04,7.85,0.03,2
0.0,8.82,9.35,2.7,0.6,5
0.09,7.63,9.0,8.72,3.77,6
0.09,8.16,7.83,4.25,5.63,7
1.43,0.23,0.37,7.26,9.33,3
9.39,0.5,0.19,3.09,4.22,3
0.0,3.51,3.44,6.65,0.93,5
0.18,2.41,8.79,4.55,9.26,7
1.72,2.58,0.52,4.06,4.53,4
0.09,4.19,5.59,2.19,8.88,7
1.44,9.79,0.73,1.91,2.23,4
6.77,5.82,9.12,3.41,8.7,1
0.77,1.35,0.39,8.52,9.7,4
0.11,5.38,8.76,1.83,6.8,7
0.0,2.95,3.62,9.79,0.39,5
10.05,8.56,7.21,10.12,2.76,1
1.31,0.85,0.39,3.39,9.62,3
0.61,2.01,0.3,8.04,6.86,4
1.59,5.13,0.26,2.38,3.48,4
8.49,6.69,2.47,2.46,9.14,1
1.04,1.29,0.32,9.01,9.2,4
8.25,2.83,4.91,8.83,9.59,1
0.04,8.1,1.48,9.49,8.55,7
0.0,3.16,0.06,4.53,0.04,2
0.0,7.88,5.7,5.76,0.53,5
1.37,2.03,0.31,2.48,9.98,4
0.05,3.68,8.9,5.01,1.2,6
0.0,4.09,2.06,3.83,0.53,5
7.31,4.89,6.07,4.34,8.78,1
0.17,4.64,9.73,3.41,6.3,7
0.7,8.17,0.34,7.03,4.53,4
0.12,8.57,4.91,9.63,4.23,7
7.62,0.81,0.47,5.52,3.99,3
7.5,1.29,9.69,2.21,1.82,1
5.05,0.98,0.1,5.2,4.2,3
0.92,5.2,0.28,3.3,9.8,4
0.0,1.89,9.45,1.27,0.59,5
0.0,7.88,0.06,9.4,0.05,2
0.0,1.06,0.05,6.0,0.16,2
0.0,5.38,0.01,7.31,0.01,2
8.89,1.63,0.31,10.08,4.34,1
9.79,0.86,0.12,3.8,3.19,3
0.0,9.59,2.95,4.66,0.59,5
1.85,6.34,0.33,2.95,3.52,4
0.01,4.49,9.47,7.73,7.19,7
1.25,7.94,1.02,2.12,7.55,1
0.0,5.54,0.01,6.81,0.12,2
0.03,4.75,6.07,3.13,6.56,7
1.17,4.31,0.83,3.78,9.38,4
0.08,9.28,7.48,6.25,5.13,7
0.0,2.48,0.09,7.67,0.08,2
0.03,5.38,2.92,1.89,1.83,6
0.0,7.56,0.06,5.88,0.03,2
0.01,8.64,1.01,8.96,3.66,6
0.06,1.85,6.94,2.48,9.27,7
0.02,4.95,7.65,9.25,4.27,7
0.1,1.31,2.47,9.56,4.77,7
0.0,7.38,0.09,7.46,0.07,2
0.0,2.94,0.07,6.76,0.12,2
0.0,4.77,0.04,1.65,0.0,2
1.73,1.34,0.14,2.4,2.53,4
0.0,9.4,9.45,9.08,0.67,5
0.04,6.81,3.15,6.12,8.39,7
0.07,7.53,7.44,9.74,7.79,7
4.57,4.9,5.6,4.89,1.56,1
0.0,5.09,2.8,8.9,0.71,5
4.7,2.75,10.19,0.29,4.11,1
0.0,3.62,8.73,6.38,0.89,5
8.97,0.76,0.44,3.05,6.97,3
2.28,0.46,0.28,3.17,9.69,3
0.0,7.53,5.12,5.03,0.15,5
1.91,7.71,1.56,6.03,10.75,1
8.48,1.0,0.23,9.07,3.3,3
0.0,8.99,0.02,4.16,0.11,2
0.0,6.43,3.98,9.47,0.05,5
1.33,1.69,0.81,7.76,8.8,4
3.62,0.12,0.35,5.98,1.03,3
1.27,0.65,0.13,1.88,6.02,3
0.0,9.47,0.01,6.98,0.06,2
0.0,2.32,0.09,7.71,0.13,2
2.34,6.13,0.97,2.26,6.85,4
7.52,0.93,0.46,8.29,5.95,3
0.1,8.15,5.05,8.19,9.55,7
0.06,1.46,6.95,8.88,3.41,6
0.1,5.52,5.22,1.69,5.48,7
1.68,1.94,0.66,7.83,9.06,4
0.0,7.46,1.17,2.2,0.94,5
7.45,0.23,0.27,2.26,8.64,3
0.14,2.24,5.87,8.86,6.81,7
0.0,7.72,9.42,6.87,0.02,5
0.0,3.62,4.81,7.59,0.29,5
0.12,4.36,2.97,3.21,9.9,7
4.52,0.8,0.43,5.91,7.02,3
8.86,0.27,0.1,6.08,4.6,3
0.0,5.39,0.01,9.2,0.04,2
2.55,0.37,0.32,1.32,5.06,3
0.06,2.13,5.44,9.81,3.32,6
0.07,4.13,9.7,2.88,8.32,7
3.16,0.17,0.26,3.17,2.16,3
0.0,8.31,4.58,5.07,0.37,5
2.03,8.39,0.35,6.15,2.19,4
9.41,0.74,0.17,3.6,7.1,3
1.45,1.24,0.31,4.41,8.94,4
0.04,4.44,4.29,9.63,1.97,6
0.0,7.29,7.12,4.8,0.46,5
0.0,1.95,0.02,6.12,0.1,2
0.0,7.82,3.06,3.2,0.2,5
0.0,8.62,0.08,3.28,0.18,2
0.0,1.2,6.84,9.54,0.7,5
0.0,1.11,9.01,6.37,0.43,5
5.94,10.41,2.95,0.34,5.27,1
0.19,4.91,1.25,1.01,9.13,7
8.78,0.27,0.13,4.31,3.73,3
0.0,5.21,0.02,8.79,0.16,2
0.0,8.39,0.05,7.91,0.09,2
0.0,9.19,0.04,7.33,0.19,2
0.12,6.62,7.12,8.23,5.63,7
0.02,8.4,3.27,2.17,2.66,6
0.0,6.98,2.65,1.87,0.51,5
9.74,0.34,0.41,4.19,7.7,3
0.0,9.7,6.93,6.92,0.3,5
0.0,4.05,0.08,3.28,0.16,2
1.43,8.8,0.52,8.8,2.43,4
0.09,7.41,3.74,1.27,2.56,6
0.0,5.32,6.27,9.95,0.57,5
0.88,2.3,0.32,7.76,7.29,4
0.05,5.32,1.8,4.32,2.4,6
0.03,2.95,4.76,4.33,5.83,7
0.0,9.89,7.14,5.49,0.68,5
0.02,3.19,6.1,1.41,3.11,6
0.0,8.89,0.02,3.36,0.05,2
0.0,3.21,5.6,4.63,5.69,7
1.72,9.92,0.33,9.75,6.89,4
0.06,9.9,2.08,3.14,4.83,7
0.1,5.41,3.15,7.56,9.24,7
0.04,5.85,3.55,8.11,2.26,6
0.17,8.45,9.81,5.56,8.27,7
8.74,0.57,0.5,1.69,8.18,3
1.88,0.34,0.37,2.87,6.6,3
0.87,2.55,0.46,4.46,2.49,4
7.0,1.49,6.4,6.3,8.34,1
0.0,5.48,9.41,7.19,8.52,7
1.65,0.88,0.29,8.85,9.85,3
4.17,9.36,3.93,10.6,10.69,1
0.17,8.02,2.78,4.18,5.68,7
8.88,0.57,0.12,5.84,8.43,3
1.12,9.15,0.25,8.2,7.56,4
6.1,7.77,0.79,5.27,1.19,1
1.11,2.29,0.4,2.68,6.83,4
0.04,9.34,7.16,6.93,4.23,7
0.0,4.62,5.28,5.61,0.34,5
2.53,8.43,3.81,3.64,4.59,1
5.52,0.86,0.4,6.26,8.74,3
0.0,7.55,0.05,1.56,0.1,2
0.02,6.25,6.75,2.11,4.51,7
1.52,0.25,0.05,8.06,0.96,1
3.68,0.52,0.23,6.06,2.69,3
2.36,9.35,0.32,3.27,5.24,4
2.58,0.42,0.17,6.58,5.14,3
0.02,7.3,7.91,9.48,9.21,7
0.0,1.58,2.45,1.81,0.38,5
8.57,0.34,0.12,3.12,9.77,3
1.65,2.61,0.63,5.45,3.26,4
0.03,4.67,8.58,6.64,3.09,6
0.07,9.02,7.81,8.9,7.08,7
1.92,5.13,0.76,7.48,3.32,4
10.31,5.08,8.55,0.54,10.57,1
0.06,8.24,3.51,3.54,1.07,6
0.0,7.17,2.79,7.38,0.9,5
1.66,0.99,0.46,4.3,7.17,3
2.39,2.17,1.45,1.65,8.31,1
0.0,6.86,5.84,8.61,0.52,5
0.01,6.99,9.79,2.42,2.61,6
0.16,2.65,5.73,4.66,8.47,7
0.0,6.41,0.0,5.25,0.0,2
1.64,0.64,0.12,4.2,3.02,3
1.21,9.54,0.48,5.05,8.84,4
7.97,5.75,1.58,9.85,2.36,1
2.23,5.19,4.0,7.98,4.94,1
1.72,9.04,0.75,8.78,6.09,4
0.0,3.35,7.97,2.27,0.91,5
0.04,4.62,2.6,9.66,3.44,6
5.59,0.56,0.47,8.16,9.45,3
0.04,7.85,7.1,9.75,1.13,6
7.29,1.06,2.07,4.47,3.61,1
0.13,3.55,2.66,6.71,9.39,7
9.47,8.21,3.97,2.81,0.63,1
0.0,6.95,7.3,5.06,0.21,5
0.0,7.62,3.74,6.77,0.83,5
0.0,3.24,5.17,3.22,0.77,5
1.96,8.98,0.13,9.66,7.48,4
0.0,5.52,6.25,1.29,0.67,5
1.47,6.24,0.62,3.36,8.47,4
0.11,5.48,2.12,1.01,5.9,7
9.54,0.73,0.47,6.5,1.34,3
0.0,4.15,7.71,7.65,0.6,5
0.09,5.0,8.15,6.7,3.44,6
0.0,7.28,9.48,5.95,0.3,5
9.21,8.06,5.12,8.24,1.32,1
7.6,7.02,10.03,5.06,0.14,1
0.03,4.65,7.75,3.04,2.76,6
0.01,4.52,1.53,8.98,2.89,6
0.0,9.04,3.39,3.65,0.51,5
0.05,2.49,9.6,2.75,3.75,6
0.0,8.1,4.76,8.82,0.61,5
4.23,0.89,0.23,6.81,5.02,3
1.55,0.77,0.2,1.51,7.49,3
0.0,6.84,4.12,3.68,0.4,5
0.0,7.43,0.04,3.98,0.16,2
4.17,5.15,2.25,10.16,5.69,1
0.0,8.77,6.44,4.12,0.61,5
0.0,4.78,9.15,1.21,0.65,5
0.05,3.37,9.92,9.79,2.21,6
0.0,8.78,4.74,3.12,0.59,5
0.0,6.52,2.31,1.57,0.36,5
9.32,0.71,0.46,9.7,4.71,3
4.16,6.09,2.85,0.4,9.71,1
2.29,1.4,0.67,8.4,6.53,4
0.0,8.65,0.02,8.1,0.09,2
1.3,3.95,0.42,5.69,9.23,4
0.0,5.53,0.01,3.61,0.17,2
10.06,8.96,2.96,0.3,1.34,1
0.0,8.17,0.06,4.8,0.19,2
0.06,3.5,2.68,9.97,3.73,6
0.0,1.55,3.9,4.39,0.11,5
0.0,9.7,0.03,5.68,0.04,2
2.37,0.22,0.17,9.18,9.94,3
2.72,0.11,0.24,6.71,3.52,3
1.86,7.32,0.15,8.14,6.13,4
9.6,0.57,0.46,4.02,7.99,3
0.01,7.6,2.61,5.27,2.27,6
0.09,4.72,8.63,7.99,2.61,6
0.0,6.6,8.98,6.16,0.94,5
0.1,2.7,5.0,2.23,4.32,7
0.06,8.82,5.61,4.6,7.1,7
0.02,5.74,3.01,5.06,2.38,6
0.06,4.91,3.22,4.45,2.11,6
0.06,4.63,8.4,6.31,2.51,6
1.19,2.99,0.85,2.07,7.32,4
0.0,5.83,0.08,7.13,0.04,2
0.0,8.68,0.06,5.21,0.0,2
0.0,2.28,0.07,2.64,0.13,2
5.99,0.25,0.32,9.09,3.01,3
0.0,2.33,5.71,4.32,0.71,5
0.0,8.1,7.08,6.53,0.36,5
0.04,2.1,6.61,8.39,2.61,6
1.85,5.39,0.52,2.33,4.7,4
0.15,3.32,4.09,6.61,7.05,7
3.34,8.85,3.95,6.61,6.94,1
1.84,4.53,1.65,1.22,0.05,1
0.03,8.95,5.3,8.65,3.79,6
10.12,4.36,6.61,0.76,8.87,1
0.08,2.7,8.51,6.6,2.98,6
0.04,1.02,1.78,9.18,1.03,6
1.31,6.38,0.13,9.71,7.43,4
2.1,5.1,0.11,7.4,5.91,4
1.08,9.93,0.3,8.92,3.33,4
0.0,9.96,3.1,8.36,0.53,5
0.0,4.38,5.72,9.05,0.77,5
0.0,5.43,6.75,6.12,0.1,5
0.01,7.41,5.48,6.68,1.34,6
0.0,8.55,0.07,3.14,0.12,2
0.0,2.05,0.05,4.68,0.08,2
0.08,5.57,6.67,2.78,1.36,6
0.0,6.6,0.09,7.79,0.04,2
2.09,2.5,0.23,2.46,7.87,4
10.29,7.56,0.17,8.25,7.01,1
0.09,6.38,8.63,5.57,3.06,6
5.92,3.46,4.39,10.66,1.32,1
0.0,1.47,6.37,6.99,0.5,5
3.87,0.29,0.11,6.68,8.42,3
0.04,3.71,8.12,9.11,1.5,6
0.0,7.68,0.08,3.86,0.1,2
0.09,3.54,2.19,6.89,1.91,6
6.49,0.34,0.34,5.24,8.34,3
8.53,4.95,4.57,8.46,3.23,1
0.8,4.67,1.0,8.81,6.26,4
1.7,9.43,3.49,6.82,9.7,1
0.02,8.16,2.58,7.49,3.63,6
4.65,0.37,0.4,4.34,7.7,3
7.0,3.09,2.6,6.92,9.8,1
8.32,0.37,0.23,4.15,3.49,3
0.0,2.97,0.02,1.86,0.14,2
0.0,8.35,0.07,3.32,0.14,2
2.18,2.23,0.87,1.1,6.21,4
2.31,3.78,0.94,6.5,2.98,4
0.01,8.13,1.78,5.0,4.42,7
0.15,6.53,2.07,3.8,4.78,7
0.01,3.44,8.98,6.76,4.06,7
1.43,9.33,2.58,10.85,8.84,1
0.0,2.22,5.51,5.37,0.04,5
0.01,2.91,7.39,1.91,3.56,6
0.05,3.28,8.72,3.27,3.96,6
2.11,0.66,0.14,5.27,9.94,3
0.0,1.14,6.2,3.41,0.56,5
0.0,9.87,5.27,7.83,0.01,5
0.0,1.04,0.02,9.99,0.13,2
2.04,3.25,0.84,1.51,5.7,4
0.0,2.75,0.05,3.99,0.13,2
0.08,9.32,2.67,2.8,1.77,6
0.0,5.81,0.03,5.12,0.06,2
0.0,2.43,5.33,7.41,0.11,5
1.68,10.06,8.23,9.22,9.87,1
0.05,2.94,2.88,3.69,2.65,6
0.0,2.86,0.03,2.62,0.09,2
0.0,2.41,0.05,6.66,0.12,2
0.0,5.91,7.37,8.81,0.09,5
0.0,9.15,7.18,2.99,0.59,5
0.18,8.51,3.06,7.81,9.22,7
0.64,2.19,0.83,7.58,5.08,4
1.11,0.46,0.25,9.6,9.06,3
5.35,0.85,0.43,1.26,7.64,3
0.0,5.54,0.06,2.82,0.05,2
0.0,4.45,7.21,9.63,0.1,5
0.13,5.86,1.05,3.11,9.48,7
2.29,3.83,0.41,6.05,6.62,4
0.19,7.6,6.01,1.89,9.41,7
0.0,5.22,3.68,1.45,0.01,5
0.07,3.96,2.11,6.42,1.59,6
0.08,3.57,6.75,4.6,3.64,6
0.08,1.26,4.87,8.9,2.85,6
1.59,2.8,0.95,6.92,3.31,4
0.0,7.31,0.02,6.16,0.05,2
2.23,0.39,0.38,2.65,9.51,3
0.04,8.07,8.89,3.05,9.53,7
0.0,2.6,0.01,5.5,0.03,2
7.84,0.67,0.5,5.52,6.46,3
1.31,8.52,0.72,7.32,4.71,4
1.03,3.34,0.34,6.7,6.09,4
0.03,6.39,5.47,7.39,3.75,6
0.0,7.41,1.78,3.03,0.86,5
0.1,7.59,3.82,1.02,8.3,7
0.0,9.0,0.05,6.49,0.11,2
8.95,0.68,0.29,8.98,2.74,3
0.0,4.55,0.07,4.38,0.02,2
0.02,4.09,9.91,4.36,1.75,6
0.02,3.3,9.3,4.01,9.55,7
2.11,9.38,0.64,5.1,5.06,4
10.01,7.8,8.15,5.53,7.14,1
0.03,3.61,9.3,4.39,1.49,6
0.0,5.85,0.03,2.15,0.08,2
0.0,8.15,0.02,2.06,0.15,2
0.0,3.65,6.35,1.89,0.11,5
10.9,2.76,7.38,8.43,8.74,1
6.96,6.61,8.8,4.09,9.75,1
0.18,6.43,8.15,2.68,5.19,7
6.13,0.79,0.14,5.91,6.31,3
5.64,0.78,0.33,9.41,1.75,3
3.96,6.5,6.6,9.76,7.94,1
0.0,6.05,0.0,2.77,0.07,2
8.05,7.79,7.88,0.13,9.26,1
9.37,8.5,6.52,0.6,4.29,1
0.02,9.47,8.53,9.4,2.19,6
7.37,4.57,5.2,6.38,6.24,1
0.17,4.64,2.2,1.82,4.81,7
0.0,7.15,7.94,7.05,0.34,5
0.05,4.77,8.51,9.62,1.27,6
0.96,1.01,0.16,6.28,7.7,4
4.21,7.01,9.56,7.36,0.23,1
7.4,0.55,0.16,7.86,4.67,3
0.12,7.75,3.97,9.01,7.43,7
0.06,2.89,6.5,7.23,1.62,6
1.96,5.3,0.67,6.21,9.19,4
0.07,5.0,1.75,9.0,3.81,6
0.06,1.15,4.48,8.99,3.01,6
8.58,0.45,0.18,8.09,1.27,3
0.04,8.96,4.06,9.28,6.22,7
0.15,8.5,2.95,5.41,8.71,7
0.0,6.21,2.52,3.37,0.1,5
0.0,5.46,9.57,7.42,0.63,5
0.12,4.85,4.76,5.22,7.41,7
2.21,5.3,0.18,9.14,7.43,4
0.04,4.1,6.47,5.8,4.19,7
0.08,2.21,9.82,2.37,9.36,7
0.0,6.22,0.0,3.54,0.17,2
8.97,0.48,0.27,7.9,6.52,3
0.05,5.69,4.18,3.22,8.09,7
0.18,5.26,8.73,5.56,6.68,7
0.0,6.87,0.06,5.97,0.09,2
0.0,2.44,7.61,6.77,0.63,5
1.41,4.78,0.58,3.38,0.8,1
0.0,6.75,0.06,7.72,0.11,2
0.0,2.42,0.08,3.45,0.11,2
2.35,4.32,0.29,9.7,2.49,4
0.0,5.91,8.85,3.88,0.45,5
3.23,1.54,7.3,4.14,6.08,1
0.14,9.41,5.52,3.21,6.83,7
7.36,5.22,2.65,0.01,5.43,1
1.04,3.27,0.67,6.59,9.92,4
8.93,0.61,0.23,9.6,9.29,3
0.0,5.57,1.81,7.74,0.07,5
0.05,9.26,1.18,1.36,2.42,6
0.0,7.4,1.82,4.3,0.32,5
0.0,7.11,2.2,7.38,0.52,5
0.0,5.55,2.48,3.44,2.02,6
0.0,6.25,7.46,7.85,0.18,5
0.0,1.94,0.08,2.0,0.06,2
0.18,5.6,8.02,3.14,8.97,7
4.78,10.06,5.6,3.78,10.24,1
0.0,9.48,4.76,2.65,0.37,5
2.02,9.27,0.54,8.2,1.57,1
7.22,10.59,7.66,9.91,5.39,1
0.0,4.3,0.07,1.62,0.06,2
2.2,5.34,0.56,9.39,4.19,4
0.0,3.22,0.02,2.96,0.07,2
0.0,5.45,6.49,9.12,0.33,5
6.77,0.45,0.11,9.57,4.3,3
0.0,5.84,6.63,8.04,0.3,5
0.0,3.78,0.02,5.96,0.18,2
0.11,5.03,6.56,5.59,4.92,7
0.06,6.72,9.21,9.51,2.26,6
0.0,2.97,5.95,4.37,0.83,5
5.31,0.67,1.06,3.04,0.58,1
10.47,1.33,6.12,8.48,5.93,1
1.95,8.48,0.15,7.09,4.12,4
0.0,3.74,8.44,6.54,0.53,5
8.96,0.95,0.43,8.85,5.82,3
4.93,8.16,7.36,2.61,6.16,1
0.09,2.93,5.96,8.95,1.88,6
1.84,1.5,0.18,2.42,3.16,4
0.0,4.13,1.07,9.72,0.58,5
5.51,0.53,0.18,1.32,1.94,3
0.18,2.98,8.56,3.0,7.32,7
9.76,5.3,5.2,7.41,7.95,1
1.73,4.54,7.84,8.69,2.33,1
0.08,5.28,4.14,6.91,3.32,6
0.04,3.39,4.37,6.79,2.95,6
0.04,6.63,5.17,2.08,8.39,7
0.0,2.09,0.04,6.03,0.15,2
9.79,0.62,0.28,8.47,6.9,3
0.08,6.35,5.71,5.16,2.04,6
9.0,0.37,0.14,9.63,2.19,3
1.86,0.28,0.15,3.06,3.51,3
0.0,2.13,4.3,3.12,0.41,5
0.0,7.03,0.08,8.37,0.01,2
1.79,1.07,0.94,5.11,5.87,4
9.96,1.89,3.31,6.21,4.41,1
0.18,9.98,7.15,9.44,5.13,7
2.08,8.5,0.48,3.07,2.08,4
1.22,2.34,0.11,4.66,6.37,4
3.15,0.43,0.24,5.04,5.36,3
4.43,8.57,4.94,9.33,10.47,1
0.0,7.63,7.36,6.3,0.72,5
8.0,3.16,7.41,3.27,2.33,1
0.03,4.01,3.96,8.88,1.49,6
1.21,3.77,2.0,7.13,7.01,1
7.18,0.3,0.3,6.3,9.49,3
0.0,2.32,0.02,3.05,0.05,2
0.0,2.5,0.08,8.07,0.01,2
9.06,0.95,0.36,6.38,8.28,3
1.36,7.72,0.3,4.8,7.25,4
0.0,9.47,5.72,5.9,0.2,5
1.88,0.33,0.33,7.9,2.68,3
1.81,7.74,0.52,9.92,5.21,4
7.19,10.5,6.8,3.64,2.25,1
0.01,5.03,3.22,7.1,7.64,7
0.15,1.39,1.29,9.1,4.43,7
0.17,9.96,2.73,8.31,7.21,7
0.84,4.26,0.61,9.97,3.74,4
2.63,0.79,0.55,5.43,7.02,1
0.1,6.4,1.38,9.44,6.88,7
4.71,0.87,0.33,4.25,2.33,3
2.19,4.63,0.39,9.52,8.18,4
0.01,3.06,3.51,3.56,1.27,6
0.0,2.62,1.02,6.31,0.24,5
1.18,5.5,0.15,9.31,4.57,4
0.03,3.71,5.62,1.76,6.4,7
9.05,0.83,0.19,5.93,3.95,3
0.0,1.01,0.08,6.99,0.01,2
0.48,6.19,0.11,8.23,2.02,1
8.81,10.48,4.17,1.83,3.31,1
0.0,9.78,0.01,8.26,0.02,2
0.18,8.01,7.52,5.22,4.16,7
0.04,4.06,6.54,5.71,5.05,7
10.62,7.04,9.66,3.44,8.22,1
0.0,6.83,0.03,3.59,0.03,2
0.01,8.58,2.21,7.32,1.14,6
0.07,4.83,6.2,7.34,1.54,6
0.02,1.52,4.68,2.94,7.37,7
1.11,7.76,0.69,6.52,3.21,4
0.0,4.87,0.04,6.37,0.12,2
0.14,1.56,1.23,7.22,4.9,7
0.11,9.86,1.05,7.25,7.61,7
0.0,2.01,0.03,9.79,0.08,2
0.05,1.93,9.65,7.4,2.87,6
0.0,8.96,0.03,4.96,0.07,2
0.0,4.1,4.82,1.02,0.15,5
4.49,3.67,3.44,2.57,1.06,1
0.0,5.87,1.92,5.29,0.66,5
0.76,9.37,0.7,9.37,9.39,4
9.0,0.94,0.15,1.08,7.19,3
1.36,5.04,0.73,3.09,3.99,4
8.28,4.04,1.06,1.45,7.8,1
0.0,8.95,9.27,4.8,0.6,5
6.64,6.21,8.74,8.02,3.22,1
0.66,3.77,0.25,7.6,3.01,4
0.04,5.55,8.21,1.13,2.99,6
0.0,9.08,0.01,3.1,0.0,2
1.36,5.59,0.64,5.63,5.96,4
1.11,1.62,0.47,5.11,8.66,4
0.0,3.39,0.03,7.81,0.0,2
0.18,5.28,2.19,3.16,7.43,7
0.0,8.74,0.06,1.04,0.06,2
8.45,0.15,0.4,7.38,6.14,3
0.0,8.14,0.04,8.18,0.17,2
9.7,0.93,0.15,7.46,8.13,3
0.0,3.69,6.5,8.2,0.94,5
0.04,5.86,2.24,7.9,3.63,6
2.22,0.51,9.31,1.64,7.04,1
5.75,9.6,10.74,5.39,4.7,1
8.5,1.14,5.93,10.72,6.49,1
0.0,8.53,2.96,3.06,0.26,5
0.14,6.83,5.97,9.41,5.16,7
0.0,4.21,0.01,5.68,0.03,2
1.79,8.93,3.83,1.73,8.86,1
0.08,1.64,3.11,6.23,2.75,6
0.14,7.8,4.93,10.0,7.98,7
4.19,0.17,0.38,3.53,7.34,3
0.0,6.95,0.01,2.56,0.12,2
0.01,1.66,7.42,7.18,2.79,6
0.0,9.05,2.05,8.63,0.37,5
0.0,8.58,1.38,2.82,0.47,5
8.79,0.52,0.41,2.52,1.36,3
0.93,5.32,0.43,8.63,4.32,4
6.96,2.46,0.05,1.33,7.48,1
0.04,6.72,2.47,9.61,3.58,6
2.19,0.85,0.1,6.33,6.32,3
0.0,9.0,9.87,1.41,0.79,5
1.2,0.86,0.3,2.46,1.29,3
1.21,10.25,6.23,9.48,0.13,1
3.78,0.39,0.22,1.44,6.75,3
1.16,8.64,3.54,7.57,0.42,1
0.12,2.9,9.91,2.0,4.65,1
7.0,7.74,7.82,2.34,2.54,1
0.0,8.4,7.08,2.58,0.83,5
0.0,4.57,5.34,6.63,0.93,5
0.0,7.48,5.23,1.38,0.29,5
6.52,0.37,0.14,4.0,4.65,3
0.13,1.14,6.44,2.95,7.21,7
0.01,4.01,8.04,7.03,1.56,6
1.48,3.1,0.93,4.75,7.73,4
0.0,7.55,0.01,2.33,0.17,2
7.82,0.51,0.4,3.65,3.79,3
0.0,3.47,0.09,3.6,0.18,2
0.07,6.39,8.63,5.38,1.85,6
0.07,9.98,4.23,7.36,5.26,7
0.95,7.53,8.64,9.13,1.88,1
0.0,9.1,6.57,6.07,0.21,5
0.06,5.65,9.54,9.77,2.06,6
0.63,3.14,0.67,6.65,3.24,4
0.07,2.07,7.45,9.8,7.93,7
1.86,10.26,1.73,10.74,7.68,1
0.0,2.51,7.46,1.21,0.52,5
0.0,2.04,0.05,5.49,0.04,2
0.16,8.81,2.0,9.77,5.8,7
0.0,2.79,0.02,9.92,0.09,2
0.0,4.55,5.02,5.52,0.79,5
1.29,0.63,2.74,7.61,3.0,1
6.87,0.29,0.25,9.55,7.64,3
1.29,5.95,0.91,9.46,5.35,4
0.18,5.89,5.47,2.81,9.08,7
0.06,2.15,7.27,3.28,4.03,7
6.14,0.9,0.23,4.94,9.83,3
1.78,0.81,0.49,8.49,2.14,3
1.65,0.81,0.13,1.12,5.84,3
1.8,2.51,0.93,9.6,2.75,4
1.99,3.08,0.44,4.54,5.22,4
