C2H2,C2H4,CH4,H2,C2H6
6.4,6.02,1.68,2.96,3.77
5.0,0.39,0.34,2.95,5.2
0.77,5.36,0.93,6.59,8.77
7.0,3.09,2.6,6.92,9.8
0.04,9.31,2.64,3.7,1.39
0.68,7.86,0.73,7.96,3.8
0.0,4.65,9.75,6.33,0.6
1.22,7.54,0.85,7.68,3.24
0.77,9.33,0.66,4.47,2.38
0.05,5.35,9.28,5.36,3.58
1.73,0.77,0.19,1.77,5.99
0.0,5.83,3.52,3.03,0.86
1.7,9.68,0.66,8.76,6.22
1.86,8.3,0.15,5.24,7.32
4.84,0.91,0.14,1.2,3.52
0.02,3.02,2.51,7.69,2.43
0.19,8.69,5.4,7.72,2.58
0.84,7.14,6.6,9.01,1.44
0.0,1.63,2.95,8.77,0.34
0.06,4.23,8.21,9.34,9.12
8.49,6.69,2.47,2.46,9.14
0.6,7.87,0.42,1.06,6.1
0.0,1.12,7.62,5.63,2.34
1.0,2.82,0.85,4.17,5.05
1.34,2.47,0.51,2.55,7.12
0.0,7.93,2.1,9.2,0.15
1.64,2.93,0.53,4.59,3.92
0.0,9.09,2.29,3.1,0.09
0.09,1.24,6.46,1.94,2.12
0.0,4.11,5.47,4.23,0.67
0.01,2.49,7.69,7.58,4.53
0.89,4.07,0.59,4.67,4.42
0.05,5.32,1.8,4.32,2.4
0.14,9.41,5.52,3.21,6.83
0.0,3.2,5.67,2.12,0.43
0.13,1.55,1.95,2.85,9.83
8.51,0.85,0.2,5.25,5.81
0.01,5.72,3.9,6.25,3.59
0.09,8.53,5.44,7.68,3.73
0.0,5.3,0.03,9.15,0.13
3.94,0.7,0.15,3.44,6.4
9.68,0.38,0.37,2.94,2.36
0.0,7.93,9.14,9.12,0.96
0.0,2.55,0.02,8.99,0.03
0.71,3.88,7.74,1.79,7.52
0.04,8.9,5.57,9.33,1.42
5.34,10.64,3.37,1.14,10.67
0.12,7.93,4.66,4.59,5.58
7.94,0.53,0.39,9.12,3.48
0.19,2.85,3.65,9.52,9.25
0.0,1.87,3.31,3.44,3.32
0.04,9.56,8.5,5.72,2.01
0.0,4.62,5.28,5.61,0.34
1.6,7.37,0.16,6.53,7.06
0.0,5.54,2.72,7.26,0.93
0.0,3.54,0.03,1.39,0.05
0.0,2.1,0.05,2.26,0.02
0.07,3.97,3.87,2.06,4.95
4.28,0.43,0.2,3.77,5.24
8.29,0.95,0.46,4.36,6.03
1.09,6.33,5.65,8.4,9.11
0.0,1.03,9.28,6.08,2.43
0.07,1.16,8.49,1.66,4.61
4.23,9.57,0.7,5.74,4.08
0.0,9.79,5.45,1.79,0.89
9.19,6.32,1.01,3.48,6.98
2.09,2.71,7.78,6.8,0.15
0.04,8.63,5.88,3.31,8.32
0.0,7.38,0.09,7.46,0.07
0.0,9.46,0.09,5.96,0.06
0.18,6.21,3.94,7.7,8.8
0.01,7.99,5.09,4.53,9.95
7.71,1.12,7.15,2.06,4.65
0.0,4.41,1.03,4.43,0.36
6.18,4.16,8.48,7.51,3.48
0.02,1.64,5.88,8.75,1.8
0.1,8.25,9.82,4.12,8.66
1.25,9.64,0.53,3.51,2.17
0.0,7.5,5.32,4.04,0.34
0.0,6.44,10.0,3.2,0.27
0.06,5.35,9.87,7.01,1.99
0.09,8.14,5.41,5.25,9.71
5.74,0.88,4.85,8.13,0.9
0.07,5.19,1.91,6.92,5.25
0.0,1.89,3.98,4.27,0.24
3.32,0.57,0.19,9.72,5.87
0.01,3.06,3.51,3.56,1.27
3.98,0.14,0.26,1.99,7.75
0.02,1.51,5.55,1.83,2.2
0.17,8.45,9.81,5.56,8.27
0.04,5.55,1.16,7.64,2.93
6.14,0.18,0.43,1.87,4.14
3.79,0.42,0.19,5.2,4.87
0.71,6.02,0.62,5.07,3.31
0.0,8.89,5.71,1.52,0.89
0.0,2.67,6.25,3.55,0.86
0.0,3.39,0.03,7.81,0.0
1.4,9.85,10.33,1.42,5.27
0.09,1.23,6.26,6.45,4.46
1.88,8.8,0.76,9.12,6.77
0.06,2.2,6.86,6.75,1.79
0.06,1.04,4.22,2.58,7.96
4.37,0.76,0.28,4.2,5.0
5.88,6.1,6.84,4.28,8.46
0.03,5.97,5.46,5.63,3.8
0.37,1.29,2.39,0.46,9.57
0.0,7.4,0.01,7.62,0.03
0.18,1.88,4.42,7.33,6.6
8.98,1.92,2.99,9.3,6.41
0.0,2.6,7.95,5.57,0.77
0.0,7.98,0.06,6.62,0.04
0.0,9.58,0.07,8.83,0.15
5.4,0.92,0.28,4.84,9.99
1.58,7.11,0.33,1.33,5.29
0.0,5.77,0.06,6.38,0.13
8.64,1.54,2.42,10.31,7.66
0.0,5.92,0.09,9.73,0.03
0.07,5.36,2.98,9.02,3.96
0.0,8.23,6.05,8.21,0.79
0.0,5.38,7.27,7.97,0.54
2.28,6.84,0.73,8.83,3.31
0.0,3.22,9.99,4.33,0.4
0.0,7.42,0.07,8.64,0.01
1.93,7.47,0.51,6.43,9.72
0.0,4.48,0.08,3.67,0.04
0.07,1.61,1.62,4.01,3.6
0.0,7.03,9.21,5.09,0.77
0.11,7.36,1.53,2.75,8.55
3.97,0.26,0.34,6.1,3.76
0.0,3.93,0.05,5.44,0.12
1.99,4.9,0.97,2.0,4.15
1.39,5.13,0.6,8.13,7.39
0.0,2.47,0.02,6.17,0.12
0.0,5.95,9.95,1.12,0.6
0.51,7.91,10.67,2.23,3.58
6.04,0.54,0.12,4.0,3.01
0.11,3.31,9.32,3.32,7.04
0.04,2.91,8.01,1.38,8.63
0.0,1.63,2.74,4.2,0.83
9.16,7.53,3.27,1.95,7.29
0.0,5.5,0.02,1.49,0.11
0.08,3.07,5.9,3.34,1.37
0.06,5.83,5.69,7.45,1.95
8.74,0.89,0.28,9.56,4.75
2.43,0.47,6.52,3.01,0.96
1.05,7.39,0.86,5.05,9.39
0.0,6.09,4.64,6.61,0.85
0.0,9.61,0.06,3.74,0.04
4.67,0.31,0.38,3.01,7.86
0.29,8.12,9.98,6.44,0.59
6.12,0.6,0.41,5.71,6.94
0.03,8.64,4.73,7.68,2.41
0.0,9.33,0.05,5.41,0.06
8.55,0.19,6.44,1.45,5.94
0.06,6.58,1.32,2.37,3.82
0.15,8.0,3.51,2.9,8.8
2.33,0.12,0.45,4.28,2.7
0.0,6.11,1.44,3.77,0.14
0.01,2.8,8.28,7.35,2.82
0.0,2.33,6.92,9.01,0.27
5.66,0.36,0.34,5.59,6.58
6.67,6.64,0.81,0.07,4.22
0.0,9.31,6.03,6.91,0.48
0.0,2.62,0.01,9.89,0.08
0.01,8.82,9.6,4.87,2.77
0.0,2.33,4.49,8.86,0.68
0.0,6.12,0.05,2.9,0.14
0.07,6.63,9.09,3.75,2.02
6.28,0.58,0.37,1.02,6.62
0.12,7.56,6.34,9.54,9.96
5.26,6.7,9.72,4.18,6.01
0.11,4.35,1.93,6.15,9.95
0.08,8.21,7.81,2.3,1.48
7.75,0.2,0.2,3.24,9.71
0.0,5.92,1.78,2.61,0.53
3.55,3.33,2.02,2.93,10.0
5.59,0.56,0.47,8.16,9.45
1.32,0.33,0.33,9.22,2.43
0.69,1.85,0.49,6.21,5.36
1.21,9.54,0.48,5.05,8.84
0.0,8.76,0.08,9.78,0.13
5.35,0.85,0.43,1.26,7.64
5.43,0.86,0.16,2.14,6.95
0.0,5.54,0.06,2.82,0.05
1.17,0.95,0.19,5.73,6.0
0.0,4.94,0.05,7.0,0.03
0.05,4.56,5.62,9.89,1.91
1.92,0.32,0.18,5.96,4.8
0.1,6.2,4.73,3.06,6.7
0.12,7.1,5.21,3.45,5.83
0.0,8.87,6.27,1.93,0.08
1.5,2.33,0.76,8.92,9.81
9.2,9.42,4.98,5.24,0.54
0.0,2.75,6.35,7.75,0.62
0.0,7.82,4.65,6.58,6.86
0.02,2.63,4.67,9.73,5.35
1.41,3.89,0.44,2.36,4.09
1.97,5.33,0.38,4.57,4.41
0.0,7.25,0.04,5.52,0.15
0.03,3.61,9.3,4.39,1.49
0.0,3.76,5.43,3.92,0.26
0.0,1.45,3.29,1.61,0.02
0.07,3.23,4.99,8.65,1.96
0.0,6.0,0.01,3.6,0.15
0.0,9.0,0.03,2.9,0.06
0.13,1.7,2.07,7.57,9.71
3.28,1.81,9.38,1.33,5.96
8.85,3.55,2.93,0.44,4.65
2.1,5.31,0.4,2.12,9.73
1.51,2.56,0.4,5.27,4.17
6.02,8.11,1.51,9.0,6.74
2.5,9.31,8.39,2.21,10.33
8.93,1.97,8.87,4.97,1.64
2.7,0.41,0.21,6.16,9.32
4.26,2.87,8.93,9.28,0.37
7.7,0.35,0.49,9.05,9.0
3.88,3.9,6.7,6.45,6.61
9.45,2.79,3.44,3.84,8.73
5.71,0.54,0.46,6.54,2.66
0.0,2.01,0.03,9.79,0.08
10.29,7.56,0.17,8.25,7.01
0.06,8.82,5.61,4.6,7.1
0.0,7.38,0.09,9.94,0.05
0.04,0.83,5.89,6.78,9.17
5.35,5.91,9.69,2.47,3.19
5.51,7.82,9.48,2.8,2.33
0.0,1.05,2.94,4.71,0.89
0.07,5.26,9.88,8.71,9.84
2.11,0.66,0.14,5.27,9.94
1.22,3.84,0.81,1.74,5.61
0.0,1.82,6.96,2.03,0.53
0.64,2.44,0.2,2.06,2.43
0.0,9.63,4.71,6.03,0.21
0.03,1.24,8.5,6.7,1.29
9.48,0.95,0.24,2.7,2.02
1.1,5.86,0.63,1.13,9.17
0.0,9.55,5.21,1.05,0.21
0.76,9.37,0.7,9.37,9.39
0.05,3.82,5.66,2.42,1.4
0.0,1.33,0.07,5.05,0.17
4.35,0.7,0.37,7.89,1.21
9.32,0.71,0.46,9.7,4.71
0.17,4.42,1.65,7.79,4.37
0.0,7.58,5.79,8.88,0.29
0.0,4.46,0.05,3.67,0.09
0.0,6.82,4.19,7.52,0.12
0.0,9.03,7.94,1.53,0.93
0.03,1.82,5.19,5.33,3.9
0.08,3.76,6.59,4.81,2.12
0.03,7.42,2.1,2.97,6.63
0.0,1.06,0.05,6.0,0.16
2.19,4.63,0.39,9.52,8.18
0.0,9.96,8.68,6.55,0.01
2.46,0.13,0.55,4.75,3.78
0.18,5.89,5.47,2.81,9.08
4.27,0.84,0.33,9.9,6.43
0.01,3.93,2.47,2.18,7.68
3.44,0.12,0.25,3.35,6.49
2.26,0.13,0.27,2.07,2.35
0.0,3.96,0.08,1.11,0.15
0.01,5.17,9.84,5.87,1.6
0.03,1.22,9.76,8.34,2.93
0.0,2.95,3.62,9.79,0.39
0.03,4.63,1.74,4.53,9.42
9.87,0.42,0.43,8.99,7.97
7.38,4.66,6.3,3.13,2.99
0.0,8.26,2.52,4.72,6.24
6.97,8.66,7.23,9.73,4.5
0.08,4.11,7.28,8.94,6.11
4.88,0.98,0.34,4.43,6.84
0.0,8.95,9.27,4.8,0.6
9.17,8.5,3.33,4.03,6.25
0.0,9.5,7.5,3.21,0.69
7.11,0.36,0.27,6.85,6.84
0.02,4.67,4.73,7.91,6.2
0.0,8.95,0.02,3.82,0.03
4.54,1.49,2.97,9.99,6.04
0.04,5.72,9.8,2.96,6.54
0.0,3.94,0.04,8.66,0.03
0.18,4.55,3.06,2.25,9.6
6.41,9.4,3.93,10.32,5.21
0.0,1.21,8.55,3.84,0.67
0.0,6.25,6.69,6.62,0.49
8.51,0.86,0.42,8.86,7.02
2.14,8.37,0.53,8.31,6.46
1.82,6.8,0.99,2.08,8.17
0.08,7.9,1.03,1.7,2.79
0.03,4.65,7.75,3.04,2.76
8.87,0.9,0.24,5.64,6.71
8.39,0.13,0.13,2.14,5.69
0.08,4.51,6.85,6.2,7.38
0.0,8.18,0.06,1.34,0.12
0.04,9.02,8.96,4.78,1.92
0.02,8.19,2.36,6.84,7.22
3.55,9.7,2.08,4.57,2.12
1.77,0.24,5.68,8.67,1.58
0.0,6.35,0.07,9.85,0.08
0.05,2.52,1.89,7.01,3.99
0.0,5.31,0.08,8.38,0.04
0.02,1.7,9.78,3.48,6.44
1.08,8.73,0.81,8.47,5.61
6.56,7.24,9.4,9.82,10.19
0.0,1.8,0.05,3.16,0.05
10.37,9.87,10.78,7.84,6.72
1.32,0.15,0.47,9.07,7.21
0.0,4.75,4.89,7.51,0.79
0.06,4.83,8.69,8.01,2.23
0.0,4.21,0.01,5.68,0.03
1.79,7.04,0.64,4.1,4.24
1.54,2.9,0.21,9.61,2.8
8.89,0.28,0.1,5.19,4.05
0.0,4.18,5.57,6.19,0.21
2.04,6.69,0.26,1.05,6.56
0.0,1.39,3.84,5.22,0.12
4.26,7.3,3.21,8.91,3.59
0.26,8.07,4.02,6.72,5.3
0.0,1.87,0.0,2.06,0.04
0.98,9.32,9.99,10.06,5.0
2.22,9.93,0.51,8.56,7.26
0.04,1.86,2.09,9.12,1.94
0.04,2.74,4.89,1.84,3.15
4.18,9.17,8.45,7.1,1.4
5.9,0.43,0.48,4.66,1.58
0.04,8.66,6.73,8.22,1.1
0.03,7.92,4.89,6.35,6.29
5.8,10.19,8.35,7.88,8.73
0.0,7.39,0.06,2.43,0.14
0.0,6.77,4.5,6.65,0.27
0.14,3.72,7.41,9.13,8.86
7.11,0.37,0.23,4.87,6.06
0.0,5.57,0.0,1.87,0.03
0.0,6.93,6.65,6.11,0.05
0.06,9.61,2.84,5.43,2.6
4.44,1.96,6.45,6.08,0.02
9.11,0.46,0.45,5.75,4.13
4.05,0.8,0.22,2.19,7.74
0.5,9.04,4.96,7.23,4.88
0.0,4.55,5.02,5.52,0.79
0.0,8.83,9.01,9.46,8.93
7.66,9.24,10.61,1.73,4.16
9.13,0.76,0.4,2.1,3.35
0.0,5.66,0.02,4.14,0.09
0.0,2.69,1.76,3.66,0.38
0.0,9.88,0.07,6.71,0.08
0.0,5.99,2.66,5.91,0.69
0.0,8.35,0.07,3.32,0.14
0.02,3.0,8.14,7.08,1.35
0.0,8.96,0.03,4.96,0.07
0.0,3.14,0.04,5.3,0.06
0.08,5.38,5.01,1.02,3.32
0.17,3.61,2.69,8.96,7.84
3.78,0.39,0.22,1.44,6.75
2.07,4.65,0.22,6.22,5.8
0.0,3.28,3.89,1.14,0.42
0.0,9.07,2.76,8.15,0.3
1.3,0.69,5.03,4.4,0.3
7.05,0.94,0.13,2.04,6.1
1.98,0.65,0.14,6.57,4.3
0.0,1.88,0.08,8.99,0.18
0.18,4.05,1.23,1.55,8.83
7.93,0.36,0.2,9.14,6.26
3.55,0.27,0.47,7.68,5.65
8.02,5.28,3.26,7.89,10.42
2.36,0.14,0.15,1.64,5.1
6.72,0.61,0.38,2.23,6.56
0.04,3.77,5.4,1.42,5.69
0.0,6.47,6.34,5.12,0.85
0.08,1.36,4.22,2.84,3.68
0.0,1.92,0.05,1.63,0.03
0.06,4.03,1.79,4.92,8.27
0.07,2.23,6.06,4.8,1.49
0.0,5.38,0.06,5.58,0.06
0.0,9.12,0.08,2.03,0.09
6.64,10.4,0.67,9.97,3.02
0.02,7.42,6.22,3.64,1.18
10.77,4.15,7.21,1.65,3.89
0.0,9.11,0.09,4.54,0.08
0.0,6.58,3.24,3.67,0.22
0.05,2.02,9.04,9.15,1.68
0.15,4.49,8.83,7.71,8.97
2.16,2.82,0.71,1.5,7.79
2.39,0.76,0.26,9.6,8.28
9.69,2.38,4.1,8.73,7.53
0.0,5.39,0.08,2.96,0.07
8.55,6.33,7.91,2.51,1.36
1.11,6.09,0.73,3.63,5.32
0.0,3.37,0.03,9.55,0.01
4.84,4.22,5.49,2.85,5.6
0.0,8.15,0.03,6.55,0.04
0.07,9.59,4.57,3.46,8.71
3.55,7.41,8.88,8.48,7.41
0.04,4.16,2.51,5.69,2.59
0.0,3.11,0.08,7.69,0.14
1.04,1.75,0.3,3.22,4.89
4.57,4.2,0.03,9.49,1.56
0.0,6.95,0.08,6.82,0.1
6.41,10.56,6.12,7.41,3.64
2.05,1.37,0.11,3.22,3.56
0.0,5.07,7.82,5.17,0.89
0.09,8.54,3.86,8.96,6.9
0.0,2.62,0.02,2.55,0.04
0.0,7.75,0.03,7.44,0.09
0.09,8.07,9.01,1.32,5.37
0.0,4.36,3.26,8.27,0.32
0.0,4.42,3.55,8.58,0.73
9.12,0.17,0.35,7.85,4.0
0.05,9.0,9.15,1.44,5.83
0.0,7.38,0.03,1.63,0.16
5.57,0.44,0.17,4.86,6.43
0.12,5.33,7.74,7.14,7.28
9.06,0.95,0.36,6.38,8.28
0.06,2.02,4.46,6.91,9.44
0.02,7.3,7.91,9.48,9.21
6.3,9.18,8.18,5.12,6.54
9.76,5.3,5.2,7.41,7.95
0.0,7.21,0.04,8.42,0.08
0.0,2.62,8.93,5.77,0.98
0.19,7.24,7.39,4.15,5.99
2.04,8.62,0.62,5.88,5.29
0.0,4.92,0.07,4.56,0.07
3.69,7.76,1.58,2.08,1.13
1.97,0.57,0.3,3.28,5.21
0.05,8.0,1.91,4.24,3.82
0.11,4.25,3.64,5.64,5.12
0.06,4.84,6.01,5.39,3.21
9.3,0.94,0.28,2.13,3.76
0.02,8.16,2.58,7.49,3.63
0.01,5.62,3.01,8.1,2.24
0.66,3.77,0.25,7.6,3.01
0.0,2.54,0.04,5.99,0.15
0.07,9.57,6.46,9.31,7.69
0.0,6.95,7.3,5.06,0.21
0.0,6.51,0.09,3.46,0.06
0.0,1.19,2.38,7.07,0.73
2.56,9.32,7.08,9.56,10.29
0.05,9.63,6.79,9.95,2.8
0.0,5.52,0.09,2.36,0.08
8.8,0.42,0.23,1.34,4.85
6.34,2.77,3.58,8.89,8.01
1.81,7.0,0.97,9.45,6.61
0.11,3.3,9.39,6.17,6.4
0.0,3.91,1.16,7.02,0.64
0.0,4.71,0.05,7.74,0.07
0.07,4.42,4.13,9.78,3.6
0.0,3.23,0.08,8.41,0.04
0.0,8.76,4.48,2.49,0.34
0.0,9.25,6.3,5.7,0.59
0.09,6.66,6.97,9.67,5.35
0.02,3.18,2.7,5.75,1.6
0.15,9.88,8.32,5.05,4.67
7.39,0.14,0.45,6.21,5.96
1.75,1.02,0.28,9.74,9.5
0.0,7.25,5.28,2.4,0.65
0.98,9.66,0.31,8.87,2.27
8.21,5.31,0.05,0.31,0.93
7.99,0.41,0.26,3.86,7.42
0.0,5.72,0.02,3.84,0.06
3.26,0.35,0.27,8.29,9.93
0.0,7.29,3.98,7.8,0.71
0.12,6.89,7.54,2.12,9.57
2.79,0.77,0.44,9.23,1.2
0.04,2.1,6.61,8.39,2.61
1.36,2.73,0.31,8.28,6.75
0.0,4.87,0.04,6.37,0.12
0.0,5.57,0.03,1.67,0.06
3.61,0.28,0.22,1.08,2.03
2.47,7.02,0.86,8.81,2.42
0.02,2.39,8.06,1.89,2.69
2.43,1.6,0.16,5.3,7.32
0.0,9.1,6.57,6.07,0.21
2.09,5.86,0.89,1.97,4.98
2.63,6.3,9.78,10.39,10.23
0.0,2.92,7.74,3.27,0.3
3.28,0.12,0.41,3.5,2.85
1.98,8.96,0.6,9.96,2.78
0.07,6.58,1.89,4.82,3.39
0.84,4.26,0.61,9.97,3.74
0.16,3.04,6.04,6.83,4.29
8.04,3.52,7.65,4.02,8.42
4.19,0.77,0.35,2.92,3.58
0.15,6.05,2.93,9.98,7.97
0.0,7.46,0.06,6.91,0.07
3.43,0.63,0.13,8.28,3.14
0.0,6.82,8.88,7.93,0.49
0.0,4.61,0.04,9.48,0.02
1.9,2.92,0.95,1.52,2.46
0.05,2.71,8.48,1.18,2.5
0.04,5.55,8.21,1.13,2.99
0.01,7.28,9.67,8.05,8.69
0.01,9.94,3.09,1.98,1.49
0.0,1.09,3.21,5.84,0.89
0.0,6.68,2.11,8.15,0.2
0.01,2.87,3.98,1.9,2.32
0.12,9.75,2.94,4.8,8.41
9.32,7.29,10.47,4.93,10.37
0.0,6.39,8.79,8.55,0.71
5.92,0.55,0.27,4.94,1.8
4.08,7.9,3.4,0.15,7.67
0.0,4.25,0.05,3.89,0.11
0.03,3.12,9.3,4.3,2.15
2.11,3.16,0.88,1.71,7.38
0.03,5.66,8.34,4.36,7.08
0.0,8.33,0.09,6.09,0.07
0.0,4.81,0.05,7.62,0.11
8.34,0.81,0.22,2.84,1.52
1.42,7.31,0.81,5.36,4.23
7.49,0.8,0.3,6.0,6.96
2.44,2.33,0.86,8.25,9.52
1.88,2.32,0.17,7.36,8.55
9.55,7.85,2.33,3.88,9.82
0.01,2.79,5.49,9.6,1.48
4.73,0.42,0.28,7.34,4.85
0.0,3.12,2.1,8.43,0.15
0.17,6.27,7.76,1.88,6.75
0.0,1.33,5.81,7.92,0.85
0.0,1.3,0.01,8.66,0.03
1.71,6.79,0.95,6.34,9.51
2.48,3.31,0.73,2.38,3.08
0.03,3.71,5.62,1.76,6.4
0.0,5.33,6.25,5.19,0.15
0.16,3.19,1.83,2.06,5.14
0.0,7.2,2.68,7.03,0.65
0.0,6.11,0.01,9.31,0.03
0.04,8.06,8.36,3.55,1.5
0.0,4.68,0.06,3.13,0.07
0.0,7.47,5.7,2.34,0.58
0.0,2.09,0.04,6.03,0.15
1.76,3.29,0.65,6.11,4.63
2.45,0.12,0.37,8.6,3.58
0.0,7.06,9.47,7.41,0.55
6.43,0.77,0.26,1.65,5.63
0.16,3.29,5.09,9.64,8.31
0.0,7.26,5.68,7.8,0.23
0.08,4.85,9.45,5.0,7.93
1.25,3.22,0.85,4.29,8.44
0.18,5.6,8.02,3.14,8.97
0.04,7.9,3.35,7.09,1.58
0.97,9.72,0.21,9.34,6.02
0.0,5.28,3.28,5.14,0.4
0.0,8.59,0.03,5.7,0.02
0.04,9.34,8.19,4.98,3.07
0.03,2.56,4.55,7.65,9.82
0.0,6.37,8.26,6.23,0.2
0.0,2.62,0.05,9.25,0.08
1.44,4.95,0.98,1.92,3.04
5.34,0.83,0.24,3.71,9.68
0.0,2.36,0.09,6.94,0.07
0.12,3.66,7.85,5.22,9.99
0.0,9.84,2.31,9.01,3.6
0.01,8.39,4.05,9.86,3.65
0.0,5.54,2.13,6.23,0.42
0.02,5.64,7.33,7.76,7.37
9.73,0.47,0.16,8.52,4.31
0.06,1.53,6.65,2.08,6.39
3.71,0.68,0.35,3.74,6.82
0.0,7.5,0.03,4.8,0.03
5.38,8.2,3.01,9.53,0.35
7.29,10.56,1.47,7.06,7.77
0.0,5.63,3.35,9.12,0.2
0.13,6.5,6.67,1.69,7.13
0.0,6.49,5.92,6.92,0.95
0.05,3.64,9.97,7.39,3.93
0.09,7.41,3.74,1.27,2.56
5.3,1.22,10.05,8.3,7.37
0.0,8.39,0.05,7.91,0.09
0.0,2.32,7.39,2.46,0.49
0.77,4.58,9.25,1.91,8.18
0.08,4.09,7.67,8.19,1.63
1.22,2.34,0.11,4.66,6.37
0.09,2.92,2.63,4.87,4.73
0.08,2.62,4.0,8.38,3.51
0.03,3.68,9.28,8.95,5.38
1.8,4.55,0.67,1.28,9.13
0.02,6.34,1.82,5.36,1.29
0.11,8.79,2.19,5.52,6.76
2.09,8.01,0.88,5.87,7.92
5.88,0.67,1.64,8.9,0.19
7.45,0.68,0.21,2.83,2.58
0.0,6.18,9.33,4.64,0.65
0.02,3.38,3.7,1.5,7.23
1.18,6.13,9.21,2.71,4.49
0.0,5.29,6.97,4.98,0.94
0.0,1.49,0.08,4.83,0.13
1.91,6.4,0.15,5.29,9.55
9.6,0.24,0.24,8.48,2.46
0.0,5.79,9.04,2.43,0.26
0.0,9.39,8.78,8.32,0.12
0.11,4.88,8.33,6.42,9.96
10.5,5.97,8.61,3.6,5.5
7.78,0.82,0.38,3.82,3.98
0.0,9.81,3.32,2.02,0.76
0.06,7.71,2.55,7.36,3.5
0.0,9.08,0.06,7.16,0.03
1.12,6.27,0.68,5.63,5.91
0.16,6.8,4.93,2.74,8.05
0.07,8.91,9.82,6.74,3.0
0.0,3.26,9.52,5.03,0.0
0.03,1.15,5.96,3.28,9.61
0.0,5.69,6.95,4.67,1.24
0.0,4.57,0.01,9.13,0.04
1.83,3.03,0.82,2.5,3.72
6.63,4.19,4.84,5.2,6.88
0.0,4.38,0.01,1.27,0.01
3.83,0.55,0.12,6.08,2.22
0.01,9.37,7.49,8.1,1.69
0.0,2.61,7.83,6.13,0.98
0.1,5.53,3.93,8.77,6.86
0.0,1.41,0.04,1.5,0.16
6.3,3.94,4.94,2.02,7.61
6.31,0.94,0.11,4.73,5.3
1.57,5.38,0.59,9.47,9.8
0.18,7.18,5.44,3.04,7.86
0.02,3.69,6.94,4.58,1.81
0.0,6.33,0.01,1.31,0.09
1.59,1.76,0.45,5.68,6.91
1.7,7.84,0.49,1.28,5.95
1.07,0.18,0.15,1.52,4.3
1.31,9.66,4.0,7.52,5.14
7.21,10.53,8.27,9.13,3.45
0.02,8.86,5.57,7.04,4.98
9.65,0.25,2.93,6.4,3.51
0.07,5.91,1.67,7.0,1.18
8.35,0.82,0.24,7.63,1.8
0.05,5.33,8.09,7.93,2.07
2.27,9.8,0.32,3.36,4.18
0.0,7.54,6.27,2.15,0.81
0.0,2.08,0.01,6.81,0.07
1.64,0.64,0.12,4.2,3.02
9.03,0.63,0.23,1.42,8.46
0.02,7.77,1.79,4.1,1.92
0.0,3.28,0.01,5.3,0.07
0.0,8.64,0.06,9.62,0.05
0.0,6.49,7.0,9.93,0.44
0.0,2.27,0.06,4.23,0.15
0.0,9.87,0.08,3.43,0.1
0.0,3.82,9.3,5.02,0.83
1.48,3.27,0.49,4.06,2.78
0.02,2.12,9.24,1.3,8.8
0.02,3.55,8.98,2.83,2.67
0.0,3.64,8.68,7.98,0.13
0.1,9.56,7.28,5.57,6.87
0.0,5.57,1.81,7.74,0.07
0.0,1.91,0.05,5.45,0.07
0.0,2.18,0.06,2.87,0.07
0.14,3.02,2.03,8.79,5.05
0.04,4.13,6.22,2.45,3.13
0.18,7.95,2.31,3.55,5.53
0.0,4.31,7.96,8.66,0.59
0.0,2.18,5.36,6.58,0.44
0.0,4.54,7.62,3.4,0.33
0.04,4.95,9.28,1.89,7.2
0.06,4.63,8.4,6.31,2.51
6.36,0.27,0.46,6.16,8.78
1.65,2.21,0.88,5.72,6.92
0.07,8.89,5.1,8.88,3.71
0.0,5.39,0.01,9.73,0.06
0.0,2.11,0.08,8.28,0.0
0.0,5.86,8.32,9.93,0.25
0.0,4.39,7.43,7.17,0.21
0.79,0.47,9.79,7.47,8.98
4.29,0.21,0.23,5.24,4.89
0.19,4.86,3.46,1.76,9.79
0.0,6.51,0.07,2.91,0.11
0.0,6.6,8.98,6.16,0.94
0.14,8.46,6.53,3.12,5.14
2.35,5.73,3.14,1.71,1.88
0.0,4.92,0.04,2.82,0.1
0.51,5.63,4.0,10.52,0.07
0.13,4.53,3.73,2.07,5.3
1.24,0.16,0.27,2.64,3.73
9.89,0.63,0.34,9.22,8.19
0.02,1.32,4.17,2.88,9.91
0.61,5.6,0.15,8.02,6.55
0.0,2.32,0.09,7.71,0.13
0.01,6.84,5.86,6.24,1.6
0.16,6.63,3.34,5.96,4.78
0.0,2.21,9.29,5.31,0.88
2.5,0.21,0.18,4.95,8.95
4.81,0.53,0.46,6.0,1.78
0.0,5.59,8.83,6.73,0.5
0.15,8.43,9.4,8.22,8.25
0.05,4.77,8.51,9.62,1.27
0.0,3.92,0.02,4.02,0.13
6.32,7.49,8.95,1.01,1.3
1.68,1.39,0.67,6.97,6.95
0.04,3.92,9.57,7.03,9.06
0.06,5.96,6.93,5.53,6.59
0.0,3.19,0.03,9.21,0.17
0.0,9.4,9.45,9.08,0.67
10.48,4.43,0.17,3.44,4.51
0.0,2.62,0.06,7.42,0.04
4.62,0.39,0.2,4.51,4.34
0.0,2.62,1.02,6.31,0.24
0.0,5.27,0.07,4.41,0.12
6.16,3.74,1.92,0.75,3.89
0.0,4.12,0.05,2.36,0.14
0.09,3.05,4.88,4.33,5.05
0.0,7.48,0.03,3.97,0.09
